204;D;Feigen, getrocknet, geschnitten (kühl lagern bei 5 °C);Feigen geschnitten 7.5kg;Feigen;Ke;Kessel;7.5;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;BL;Div.Frischprodukte;8.12;;;;;;;Feigen;;gekühlt bei max. 5°C;Schweiz;Angaben des Produzenten;1059;kj;249;kcal;3.54;g;55.1;g;1.3;g;7.61256E+12;;7.5;1;;Türkei;;;;;;;20190329;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:127583;;g;;g;;g;fichi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Feigen getrocknet;1;1
251;D;Ananasscheiben, glaciert, Vanini;Ananasscheiben glasiert;Ananasscheiben;Ct;Karton;2.5;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;GJ;Bäckereiprodukte divers;16.01;;;;;;;Zucker, Ananas (Thailand 32.2%), Glukosesirup, Überzugsmittel (E904);;kühl und trocken bei ca. 18°C;Schweiz;;1412;kj;333;kcal;0.2;g;81.4;g;;g;7.61019E+12;;2.5;1;;;;;;;;;;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:148812;0.01;g;68.28;g;;g;Zucchero, ananas (Thailandia del 32,2%), sciroppo di glucosio, agenti di rivestimento (E904);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Kandierte Ananasscheiben glasiert;0;0
346;D;Sultaninen, Profit;Türkische Sultaninen, Nr. 8, Grade A;Sultaninen;Ct;Karton;12.5;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;CF;Sultaninen/Kokos;3.9;;;;;;;Sultaninen, pflanzliches Öl (Baumwollsaatöl;;kühl und trocken bei ca. 18°C;Türkei;Souci-Fachmann-Kraut;1178;kj;277;kcal;2.46;g;64;g;0.55;g;7.61256E+12;;12.5;1;;Türkei;;;;;;;20200219;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:249033;0.05;g;63.1;g;0.16;g;uva sultanina, olio vegetale (olio di semi di cotone);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Trockenfrüchte;1;1
352;D;Feinkristallzucker, EU-Kat. 2, Ø 0.20-0.90 mm;Feinkristallzucker, EU-Nr.2, 25kg;Feinkristallzucker, EU-Kat. 2;Sa;Sack;25;kg;Kilogramm;1;Kg;Kilogramm;0;H;PREIS PRO 100 EINHEITEN;0;DA;Feinkristallzucker;108.62;;;;;;;Zucker;;kühl und trocken bei ca. 18°C;EU;Angaben des Produzenten;1697;kj;399;kcal;;g;100;g;;g;4.00654E+12;;25;1;;Schweiz, Frankreich, Deutschland, EU;Halal, Kosher;;;;;;20190213;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:192739;;g;100;g;;g;Zucchero;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Feinkristallzucker;1;1
373;D;Puderschnee, Zuckermühle Rupperswil;Puderschnee 25kg;Puderschnee;Sa;Sack;25;kg;Kilogramm;1;Kg;Kilogramm;0;H;PREIS PRO 100 EINHEITEN;0;DC;Puderzucker;343.8;;;;;;;Staubzucker 80% (Schweiz), Wachsmaisstärke, Dextrose, Palmöl, Trennmittel:  E470a, E341;;kühl und trocken bei ca. 18°C;Schweiz;Angaben analytisch bestimmt;1768;kj;418;kcal;;g;92.7;g;5.2;g;7.61256E+12;;25;1;;;;;;;;;20190222;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:193096;0.0007;g;82.7;g;2.8;g;zucchero in polvere 80% (Svizzera), amido di mais ceroso, destrosio, olio di palma, antiagglomeranti: E470a, E341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Zucker mit Palmöl;1;1
377;D;Staubzucker, ohne Zusatz, Zuckermühle Rupperswil;Staubzucker ohne Zusatz;Staubzucker;Sa;Sack;20;kg;Kilogramm;1;Kg;Kilogramm;0;H;PREIS PRO 100 EINHEITEN;0;DC;Puderzucker;155.84;;;;;;;Zucker;;kühl und trocken bei ca. 18°C;Schweiz;Angaben berechnet;1700;kj;406;kcal;;g;100;g;;g;7.61256E+12;;20;1;;Schweiz;Halal, Kosher;;;;;;20200326;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:177273;;g;100;g;;g;zucchero;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Zucker;1;1
432;D;Fondant, mit Kakao, Pistor;Schokoladefondant Pistor;Fondant;Ke;Kessel;14;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;IA;Fondant;3.83;;;;;;;Zucker 78%, Glukosesirup, Wasser, Kakaopulver 2%, Sonnenblumenöl, Karamellzuckersirup, Konservierungsstoff (E202).;;kühl und trocken bei ca. 18°C;Schweiz;Angaben des Produzenten;1513;kj;361;kcal;0.5;g;85.6;g;1.7;g;7.61256E+12;;14;1;;;;;;;;;20190404;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:195466;;g;79.7;g;0.26;g;zucchero 78%, sciroppo di glucosio, acqua, cacao in polvere 2%, olio di semi di girasole, sciroppo di zucchero caramellato, conservante (E202);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Zuckerart mit Kakaopulver;1;1
435;D;Amerikanischer Backhonig, flüssig, Pistor (nur zum Backen und Kochen);Honig amerikanisch 25kg;Amerikanischer Backhonig;Ke;Kessel;25;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;DJ;Honig;6;;;;;;;Backhonig;;kühl und trocken bei ca. 18°C;Schweiz;Angaben des Produzenten;1400;kj;335;kcal;0.5;g;82;g;0.5;g;7.61256E+12;;25;1;;Mexiko, Südamerika;Halal, Kosher;;;;;;20200218;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:188560;0.025;g;82;g;;g;miele per pasticceria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Backhonig;1;0
484;D;Dextrose (Traubenzucker);Dextrose 10kg;Dextrose;Sa;Sack;10;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;DK;Zuckerprodukte divers;2.64;;;;;;;Dextrose (aus Mais);;kühl und trocken bei ca. 18°C;China;Angaben analytisch bestimmt;1559;kj;364;kcal;0.1;g;91;g;0.1;g;7.61256E+12;;10;1;;China;Kosher;;;;;;20200311;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:250398;0.1;g;91;g;0.1;g;destrosio (a base di mais);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Dextrose;1;1
496;D;Sorbinsäure, 250 g;Sorbinsäure rein 250g;Sorbinsäure;Ds;Dose;1;Ds;Dose;1;St;Stück;0;;PREIS PRO EINHEIT;0;IM;Konditoreiprodukte divers;9.73;;;;;;;Sorbinsäure (E200);;kühl und trocken bei ca. 18°C;Deutschland;----------;;kj;;kcal;;g;;g;;g;7.61256E+12;;0.25;0.25;;Deutschland, EU;Halal, Kosher;;;;;;20200323;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:252107;;g;;g;;g;Acido sorbico (E200);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Konservierungsstoff;1;1
573;D;RogoNeu, Naturel, Hefe Schweiz (dunkler Malzextrakt);RogoNeu;RogoNeu;Bi;Bidon;15;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;GB;Backmittel;4.94;;;;;;;GERSTENMALZEXTRAKT;;kühl und trocken bei ca. 18°C;Deutschland;;1036;kj;244;kcal;4;g;54;g;0.5;g;4.00272E+12;;15;1;Glutenhaltiges Getreide;Deutschland;;;;;;;;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:257678;0.06;g;54;g;0.1;g;ESTRATTO DI MALTO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Gerstenmalzextrakt;1;0
578;D;Backpulver, Pistor;Backpulver Pistor 10kg;Backpulver;Sa;Sack;10;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;GJ;Bäckereiprodukte divers;4.44;;;;;;;Backtriebmittel (E450i, E500ii, E341), WEIZENSTÄRKE.;;kühl und trocken bei ca. 18°C;Schweiz;Angaben des Produzenten;328;kj;77;kcal;;g;19.2;g;;g;7.61256E+12;;10;1;Glutenhaltiges Getreide;Europa;;;;;;;20190404;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:195459;0.04;g;;g;;g;agente lievitante (E450i, E500ii), amido di FRUMENTO, regolatore di acidità (E341);1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Backtriebmittel;1;1
579;D;Backpulver, Pistor;Backpulver Pistor 1kg;Backpulver;Sa;Sack;1;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;GJ;Bäckereiprodukte divers;4.91;;;;;;;Backtriebmittel (E450i, E500ii, E341), WEIZENSTÄRKE.;;kühl und trocken bei ca. 18°C;Schweiz;Angaben des Produzenten;328;kj;77;kcal;;g;19.2;g;;g;7.61256E+12;;1;1;Glutenhaltiges Getreide;Europa;;;;;;;20190404;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:195460;0.04;g;;g;;g;agente lievitante (E450i, E500ii), amido di FRUMENTO, regolatore di acidità (E341);1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Backtriebmittel;1;1
589;D;Pottasche;Pottasche Pulver 1kg;Pottasche;Ds;Dose;1;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;GJ;Bäckereiprodukte divers;5.15;;;;;;;Kaliumcarbonat (E501);;kühl und trocken bei ca. 18°C;Deutschland;----------;731;kj;175;kcal;5.2;g;37.8;g;;g;7.61256E+12;;1;1;;EU;;;;;;;20200303;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:189073;;g;10;g;;g;Potsassium carbonato (E501);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Backtriebmittel;1;1
590;D;Triebsalz, Pistor;Triebsalz 1kg;Triebsalz;Sa;Sack;1;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;GJ;Bäckereiprodukte divers;3.73;;;;;;;Ammoniumhydrogencarbonat (E503ii), Magnesiumcarbonat (E504);;kühl und trocken bei ca. 18°C;Norwegen;Angaben des Produzenten;;kj;;kcal;;g;;g;;g;7.61256E+12;;1;1;;Norwegen;;;;;;;20200303;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:249793;;g;;g;;g;bicarbonato di ammonio (E503ii), carbonato di magnesio (E504);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Backtriebmittel;1;1
606;D;Weizenstärke;Weizenstärke;Weizenstärke;Sa;Sack;12.5;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;GJ;Bäckereiprodukte divers;2.88;;;;;;;WEIZENSTÄRKE;;kühl und trocken bei ca. 18°C;Deutschland;Angaben des Produzenten;1474;kj;347;kcal;0.2;g;86.1;g;0.05;g;7.61256E+12;;12.5;1;Glutenhaltiges Getreide;EU;Halal, Kosher;;;;;;20200207;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:248081;0.03;g;0.14;g;0.05;g;amido di FRUMENTO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Weizenstärke;1;1
686;D;Eiweiss, Bodenhaltung, pulverisiert, KAT Eiprodukte, Pistor (EU);Eiweisspulver aus Bodenhaltung, 1kg;Eiweiss;Sa;Sack;1;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;GJ;Bäckereiprodukte divers;21.16;;;;;;;HÜHNERTROCKENEIWEISS (Bodenhaltung, aus KAT zertifizierten Betrieben);;kühl und trocken bei ca. 18°C;Niederlande;----------;1600;kj;381;kcal;84;g;;g;;g;7.61256E+12;;1;1;Eier;Niederlande;Kosher;;;;;;20200303;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:249787;;g;;g;;g;Il bianco d'UOVO in polvere (allevamento a terra, business certifées KAT);0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Trockeneiweiss;1;0
887;D;Herogel Traiteur, spritzmaschinentauglich, AZO-frei, Bibox, Hero;HE Herogel Traiteur           BIB 1;Herogel Traiteur;Ct;Karton;11.5;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;IB;Marmeladen/Gelées;3.61;;;;;;;Wasser, Maltodextrin, Füllstoff (Polydextrose), jodiertes Kochsalz, Verdickungsmittel (Carrageen, Xanthan, Johannisbrotkernmehl), Würze (SOJA- und WEIZENPROTEINE), Konservierungsstoff (Kaliumsorbat), Säuerungsmittel (Zitronensäure) , Schaumverhüter (E900).;;kühl und trocken bei ca. 18°C;Schweiz;;297;kj;71;kcal;0.2;g;14;g;;g;7.6142E+12;;11.5;1;Glutenhaltiges Getreide, Sojabohnen;;;;;;;;;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:202804;1.6;g;0.6;g;;g;acqua, maltodestrina, agente di carica (polidestrosio), sale iodato, addensanti (carraghénanes, gomma di xanthan, farina di grano, semi di carrube), condimento (SOIA, FRUMENTO), conservante (sorbato di potassio), acidificante (acido citrico), antischiuma (E900).;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Überzugsgelée (Frischhalte-Glanzgelée);1;1
928;D;Nussfix, Backmasse, 20% Haselnüsse, Carma;Hazelnut baking paste;Nussfix, Backmasse, 20% Haselnüsse;Ke;Kessel;12.5;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;IG;Backmassen/Marzipan;6.88;;;;;;;"Zucker; HASELNÜSSE  20.0% ; Wasser  ; modifizierte Stärke  ; Glukosesirup  ; Stabilisator: Sorbit  ; Kakaopulver stark entölt  ; karamelisierter Zuckersirup  ; Konservierungsstoff: Kaliumsorbat  ; Säuerungsmittel: Zitronensäure  ; Salz";;kühl und trocken bei ca. 18°C;Schweiz;;1513;kj;362;kcal;2.3;g;62;g;11.9;g;7.61032E+12;;12.5;1;"Hartschalenobst; kann enthalten : Sojabohnen";;Halal, Kosher;;;;;;20200519;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:259358;0.03;g;45;g;1.1;g;di zuccher;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;Haselnussbackmasse;1;1
941;D;Mandelmasse 1:1, Carma;Almond baking paste;Mandelmasse 1:1;Ke;Kessel;12.5;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;IG;Backmassen/Marzipan;11.73;;;;;;;"Zucker  ; MANDELN  42.0% ; Wasser  ; Glukosesirup  ; Stabilisator: Sorbit  ; Konservierungsstoff: Kaliumsorbat  ; Säuerungsmittel: Zitronensäure  ; Aroma";;kühl und trocken bei ca. 18°C;Schweiz;;1836;kj;439;kcal;8.4;g;52;g;21.3;g;7.61032E+12;;12.5;1;"Hartschalenobst; kann enthalten : Sojabohnen";;;;;;;;;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:201944;;g;46;g;1.7;g;di zucchero;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;Mandelbackmasse;1;0
950;D;Dekor-Rüebli 1/2, Olo, ca. 200 St.;1/2 Decor Rüebli;Dekor-Rüebli 1/2;Ct;Karton;1;Ct;Karton;200;St;Stück;0;;PREIS PRO EINHEIT;0;IJ;Dekorartikel;24.7;;;;;;;Zucker, MANDELN 35%, Feuchthaltemittel (Sorbit, E1103), Glucosesirup, Farbstoffe (E141, E160e), MILCHPROTEIN;;kühl und trocken bei ca. 18°C;Schweiz;;1910;kj;457;kcal;6;g;67;g;18;g;7.6181E+12;;0.9;0.005;Milch, Hartschalenobst;;;;;;;;20191122;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:243970;;g;61;g;1.7;g;Zucchero, MANDORLE 35%, umidificante (sorbitolo, E1103), sirup, glucosio, colori (E141, E160e), PROTEINE del LATTE;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;Marzipan;1;0
970;D;Jilk, Aromatic;Jilk Aufschlagmittel;Jilk;Ke;Kessel;5;kg;Kilogramm;1;Kg;Kilogramm;0;;PREIS PRO EINHEIT;0;IM;Konditoreiprodukte divers;6.3;;;;;;;Wasser, Feuchthaltemittel (Sorbit), Emulgator (E471), natürliches Orangen Aroma, Farbstoff (Beta Carotin);;kühl und trocken bei ca. 18°C;Schweden;Angaben des Produzenten;1400;kj;340;kcal;;g;27;g;25;g;7.31905E+12;;5;1;;;;;;;;;20181009;https://portal.pistor.ch/apex/l_portal.p01000_util.get_pdf_report?p_params=report:r02500_spezifikation_neu_d.rdf$p_spezifikation_id:188093;0.01;g;;g;24;g;Acqua, umettante (sorbitolo), emulsionante (E471), aroma naturale arancia, colore (beta-carotene);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Stabilisator für Biscuit;1;1
